random-seed,100
4042,[83 82 281],281
11450,[51 52 67 280],280
8408,[138 143 5 287],287
2119,[90 282],282
4825,[31 276],276
2262,[62 66 280],280
3127,[],278
7847,[277],277
7083,[100 101 283],283
8862,[206 88 32 207 278],278
9942,[1 51 52 67 280],280
1103,[293],293
12020,[50 61 62 66 280],280
4891,[193 192 175 141 287],287
7812,[93 282],282
7319,[9 45 279],279
4934,[177 176 126 288],288
11156,[32 207 278],278
10871,[81 82 281],281
1227,[52 67 280],280
8726,[206 88 32 207 278],278
8176,[189 144 203 204 136 152 290 155 291],291
2045,[],279
5698,[33 207 278],278
3847,[5 287],287
8687,[17 90 282],282
5483,[279],279
4011,[],276
2706,[25 26 276],276
11653,[51 52 67 280],280
3045,[126 288],288
13102,[54 55 56 279],279
679,[292],292
1460,[162 164 293],293
2354,[118 119 285],285
1544,[],281
5978,[281],281
10629,[17 90 282],282
5032,[],280
12983,[54 55 56 279],279
3059,[66 280],280
853,[32 207 278],278
3746,[287],287
12667,[65 16 66 280],280
4944,[177 176 126 288],288
373,[191 175 141 287],287
7737,[56 279],279
9915,[1 51 52 67 280],280
3155,[],278
5996,[281],281
1087,[160 292],292
7137,[144 203 204 136 152 290],290
9736,[92 93 282],282
7967,[8 9 45 279],279
3188,[175 141 287],287
6209,[105 106 284],284
4995,[116 74 197 113 112 105 106 284],284
10828,[81 82 281],281
12716,[54 55 56 279],279
2316,[62 66 280],280
2760,[279],279
10492,[17 90 282],282
1809,[9 45 279],279
2850,[15 45 279],279
12722,[54 55 56 279],279
2909,[120 113 112 105 106 284],284
3582,[66 280],280
3081,[66 280],280
2606,[55 56 279],279
1996,[282],282
5339,[45 279],279
2122,[90 282],282
12940,[54 55 56 279],279
2670,[124 177 176 126 288],288
10043,[1 51 52 67 280],280
12004,[50 61 62 66 280],280
13263,[47 39 40 9 45 279],279
786,[49 15 45 279],279
5819,[57 56 279],279
8482,[59 63 62 66 280],280
13262,[47 39 40 9 45 279],279
12456,[65 16 66 280],280
4436,[16 66 280],280
11071,[81 82 281],281
6191,[105 106 284],284
12619,[65 16 66 280],280
8434,[138 143 5 287],287
11630,[51 52 67 280],280
11286,[32 207 278],278
1858,[9 45 279],279
5752,[121 19 285],285
11533,[51 52 67 280],280
8823,[206 88 32 207 278],278
7794,[93 282],282
4613,[106 284],284
4691,[254 156 155 290],290
7948,[8 9 45 279],279
3814,[276],276
2048,[],279
9969,[1 51 52 67 280],280
1896,[9 45 279],279
13022,[54 55 56 279],279
1327,[67 280],280
9165,[48 49 15 45 279],279
7276,[9 45 279],279
8094,[207 278],278
4118,[54 55 56 279],279
4338,[63 62 66 280],280
8981,[49 15 45 279],279
13343,[47 39 40 9 45 279],279
1053,[4 286],286
4747,[278],278
4144,[223 222 221 220 219 26 276],276
6745,[101 283],283
9174,[48 49 15 45 279],279
1928,[201 202 133 131 129 288],288
12144,[50 61 62 66 280],280
11164,[32 207 278],278
3671,[67 280],280
12124,[50 61 62 66 280],280
4525,[199 139 126 288],288
2056,[],279
12309,[65 16 66 280],280
1689,[82 281],281
12813,[54 55 56 279],279
2513,[9 45 279],279
13207,[47 39 40 9 45 279],279
10679,[17 90 282],282
3682,[67 280],280
6072,[66 280],280
4435,[16 66 280],280
2412,[85 281],281
5026,[],280
3694,[67 280],280
13236,[47 39 40 9 45 279],279
12773,[54 55 56 279],279
11312,[32 207 278],278
5975,[281],281
10452,[17 90 282],282
842,[189 144 203 204 136 152 290 155 291],291
11165,[32 207 278],278
11430,[51 52 67 280],280
9035,[49 15 45 279],279
7480,[101 283],283
1729,[34 33 207 278],278
5058,[52 67 280],280
12973,[54 55 56 279],279
3063,[66 280],280
6846,[19 285],285
2128,[90 282],282
6431,[45 279],279
2286,[62 66 280],280
2492,[9 45 279],279
13311,[47 39 40 9 45 279],279
8017,[8 9 45 279],279
5412,[96 101 283],283
8794,[206 88 32 207 278],278
12732,[54 55 56 279],279
5970,[281],281
8430,[138 143 5 287],287
7376,[9 45 279],279
6851,[19 285],285
12387,[65 16 66 280],280
3433,[88 32 207 278],278
12057,[50 61 62 66 280],280
8569,[280],280
10642,[17 90 282],282
2398,[118 119 285],285
2897,[288],288
10707,[81 82 281],281
4485,[211 19 285],285
6263,[],288
2051,[],279
5348,[45 279],279
1301,[67 280],280
5827,[57 56 279],279
12557,[65 16 66 280],280
3508,[291],291
1444,[162 164 293],293
8251,[185 294],294
909,[22 121 19 285],285
4722,[278],278
10130,[1 51 52 67 280],280
3740,[287],287
2975,[21 90 282],282
11963,[50 61 62 66 280],280
7193,[],293
1191,[],285
13348,[47 39 40 9 45 279],279
2241,[62 66 280],280
3691,[67 280],280
12494,[65 16 66 280],280
3563,[48 49 15 45 279],279
3290,[45 279],279
4931,[177 176 126 288],288
9628,[92 93 282],282
7950,[8 9 45 279],279
10398,[17 90 282],282
2260,[62 66 280],280
5542,[199 139 126 288],288
1245,[82 281],281
8766,[206 88 32 207 278],278
3857,[5 287],287
11485,[51 52 67 280],280
8134,[207 278],278
7724,[56 279],279
3249,[61 62 66 280],280
11666,[51 52 67 280],280
3440,[88 32 207 278],278
8132,[207 278],278
7049,[111 118 119 285],285
8913,[206 88 32 207 278],278
4527,[199 139 126 288],288
8948,[49 15 45 279],279
3112,[66 280],280
10037,[1 51 52 67 280],280
2173,[26 276],276
4695,[254 156 155 290],290
8346,[93 282],282
7822,[277],277
2552,[126 288],288
841,[189 144 203 204 136 152 290 155 291],291
4843,[31 276],276
9823,[1 51 52 67 280],280
1195,[],285
6390,[45 279],279
13011,[54 55 56 279],279
3228,[61 62 66 280],280
1562,[],281
5471,[279],279
4139,[223 222 221 220 219 26 276],276
1322,[67 280],280
7975,[8 9 45 279],279
8499,[141 287],287
13003,[54 55 56 279],279
5367,[45 279],279
411,[164 293],293
10822,[81 82 281],281
6667,[37 34 33 207 278],278
10585,[17 90 282],282
3717,[90 282],282
8501,[141 287],287
4447,[185 294],294
7334,[9 45 279],279
6903,[280],280
5223,[190 167 168 294],294
336,[49 15 45 279],279
10218,[1 51 52 67 280],280
7475,[],291
8999,[49 15 45 279],279
11198,[32 207 278],278
8447,[],277
7504,[101 283],283
2429,[85 281],281
10229,[1 51 52 67 280],280
3488,[216 128 134 133 289],289
6571,[151 168 294],294
6984,[86 85 281],281
2579,[55 56 279],279
9714,[92 93 282],282
10102,[1 51 52 67 280],280
1374,[67 280],280
10763,[81 82 281],281
2114,[90 282],282
5607,[141 287],287
12843,[54 55 56 279],279
11118,[81 82 281],281
12267,[65 16 66 280],280
1094,[293],293
1761,[34 33 207 278],278
5852,[57 56 279],279
9359,[48 49 15 45 279],279
1417,[129 288],288
2357,[118 119 285],285
5532,[199 139 126 288],288
10960,[81 82 281],281
12047,[50 61 62 66 280],280
498,[102 101 283],283
11341,[32 207 278],278
8324,[105 106 284],284
5320,[45 279],279
7595,[62 66 280],280
9117,[49 15 45 279],279
5117,[40 9 45 279],279
6628,[37 34 33 207 278],278
1279,[143 5 287],287
9748,[92 93 282],282
3840,[276],276
8133,[207 278],278
10369,[17 90 282],282
1254,[82 281],281
976,[112 105 106 284],284
5193,[40 9 45 279],279
7582,[62 66 280],280
1814,[9 45 279],279
12181,[50 61 62 66 280],280
13193,[47 39 40 9 45 279],279
12112,[50 61 62 66 280],280
5279,[69 68 67 280],280
3207,[175 141 287],287
7245,[176 126 288],288
1859,[9 45 279],279
3515,[85 281],281
8452,[],277
7290,[9 45 279],279
5732,[33 207 278],278
10383,[17 90 282],282
6411,[45 279],279
1320,[67 280],280
6091,[66 280],280
2124,[90 282],282
3767,[],283
6696,[176 126 288],288
12591,[65 16 66 280],280
8658,[19 285],285
1590,[5 287],287
2478,[9 45 279],279
8503,[141 287],287
9956,[1 51 52 67 280],280
1412,[129 288],288
581,[56 279],279
2505,[9 45 279],279
4835,[31 276],276
2915,[120 113 112 105 106 284],284
1570,[],281
9663,[92 93 282],282
2380,[118 119 285],285
3136,[],278
7080,[100 101 283],283
11642,[51 52 67 280],280
8218,[285],285
10350,[17 90 282],282
1666,[82 281],281
12012,[50 61 62 66 280],280
3479,[139 126 288],288
7953,[8 9 45 279],279
12169,[50 61 62 66 280],280
5858,[57 56 279],279
8769,[206 88 32 207 278],278
1294,[67 280],280
11378,[51 52 67 280],280
4439,[197 113 112 105 106 284],284
1420,[],286
13186,[47 39 40 9 45 279],279
8415,[138 143 5 287],287
3578,[66 280],280
11935,[50 61 62 66 280],280
8545,[286],286
7056,[111 118 119 285],285
12809,[54 55 56 279],279
2121,[90 282],282
2276,[62 66 280],280
1598,[5 287],287
8453,[],277
7913,[26 276],276
12580,[65 16 66 280],280
6777,[101 283],283
8137,[207 278],278
10128,[1 51 52 67 280],280
6551,[123 286],286
1931,[201 202 133 131 129 288],288
4123,[54 55 56 279],279
11382,[51 52 67 280],280
2704,[25 26 276],276
6933,[280],280
3133,[],278
6797,[147 293],293
6084,[66 280],280
12339,[65 16 66 280],280
1672,[82 281],281
910,[22 121 19 285],285
8339,[105 106 284],284
9535,[88 32 207 278],278
2889,[15 45 279],279
3976,[204 136 289],289
11229,[32 207 278],278
13250,[47 39 40 9 45 279],279
5899,[177 176 126 288],288
9659,[92 93 282],282
2869,[15 45 279],279
5897,[177 176 126 288],288
5997,[281],281
2378,[118 119 285],285
11521,[51 52 67 280],280
11809,[51 52 67 280],280
9513,[88 32 207 278],278
459,[146 292],292
7513,[101 283],283
7608,[62 66 280],280
1100,[293],293
9914,[1 51 52 67 280],280
12954,[54 55 56 279],279
781,[49 15 45 279],279
5942,[281],281
9348,[48 49 15 45 279],279
10964,[81 82 281],281
8433,[138 143 5 287],287
8000,[8 9 45 279],279
8479,[],277
7758,[140 141 287],287
10735,[81 82 281],281
7066,[111 118 119 285],285
6356,[160 292],292
7068,[111 118 119 285],285
4101,[54 55 56 279],279
9428,[88 32 207 278],278
1925,[201 202 133 131 129 288],288
5041,[],280
3198,[175 141 287],287
9950,[1 51 52 67 280],280
739,[65 16 66 280],280
3675,[67 280],280
2474,[],284
5063,[52 67 280],280
8109,[207 278],278
10713,[81 82 281],281
9286,[48 49 15 45 279],279
9972,[1 51 52 67 280],280
13239,[47 39 40 9 45 279],279
8647,[19 285],285
608,[56 279],279
13106,[54 55 56 279],279
5867,[57 56 279],279
12957,[54 55 56 279],279
8014,[8 9 45 279],279
8593,[280],280
4390,[16 66 280],280
392,[164 293],293
6208,[105 106 284],284
3464,[139 126 288],288
864,[32 207 278],278
11742,[51 52 67 280],280
1167,[],285
2989,[21 90 282],282
348,[49 15 45 279],279
7285,[9 45 279],279
6000,[281],281
10883,[81 82 281],281
8858,[206 88 32 207 278],278
4663,[175 141 287],287
8309,[105 106 284],284
3876,[67 280],280
6310,[],282
1735,[34 33 207 278],278
9564,[88 32 207 278],278
3611,[66 280],280
8967,[49 15 45 279],279
11626,[51 52 67 280],280
2463,[],284
12290,[65 16 66 280],280
2285,[62 66 280],280
5670,[33 207 278],278
8835,[206 88 32 207 278],278
5803,[192 175 141 287],287
3121,[],278
11106,[81 82 281],281
6769,[101 283],283
9652,[92 93 282],282
11813,[51 52 67 280],280
3296,[45 279],279
1483,[292],292
8477,[],277
8767,[206 88 32 207 278],278
3229,[61 62 66 280],280
12045,[50 61 62 66 280],280
1208,[52 67 280],280
8431,[138 143 5 287],287
1020,[68 67 280],280
10417,[17 90 282],282
1379,[47 39 40 9 45 279],279
2834,[283],283
9467,[88 32 207 278],278
4876,[81 82 281],281
10249,[1 51 52 67 280],280
11441,[51 52 67 280],280
9322,[48 49 15 45 279],279
6358,[160 292],292
10295,[17 90 282],282
891,[32 207 278],278
12755,[54 55 56 279],279
7063,[111 118 119 285],285
12690,[65 16 66 280],280
4415,[16 66 280],280
5763,[121 19 285],285
4207,[207 278],278
9529,[88 32 207 278],278
9220,[48 49 15 45 279],279
7773,[172 138 143 5 287],287
3110,[66 280],280
337,[49 15 45 279],279
6311,[],282
5755,[121 19 285],285
1318,[67 280],280
8597,[280],280
7750,[140 141 287],287
1690,[82 281],281
6449,[11 211 19 285],285
11900,[50 61 62 66 280],280
10893,[81 82 281],281
12687,[65 16 66 280],280
2723,[279],279
8877,[206 88 32 207 278],278
12934,[54 55 56 279],279
7735,[56 279],279
11610,[51 52 67 280],280
7469,[],291
12414,[65 16 66 280],280
10816,[81 82 281],281
2684,[124 177 176 126 288],288
10975,[81 82 281],281
3209,[175 141 287],287
11611,[51 52 67 280],280
5121,[40 9 45 279],279
1443,[162 164 293],293
3836,[276],276
1357,[67 280],280
10143,[1 51 52 67 280],280
5826,[57 56 279],279
5983,[281],281
12972,[54 55 56 279],279
3324,[45 279],279
13127,[54 55 56 279],279
375,[191 175 141 287],287
949,[10 67 280],280
6192,[105 106 284],284
3028,[126 288],288
7956,[8 9 45 279],279
11185,[32 207 278],278
5726,[33 207 278],278
326,[188 189 144 203 204 136 152 290 155 291],291
7169,[222 221 220 219 26 276],276
1568,[],281
5185,[40 9 45 279],279
5109,[24 29 277],277
4830,[31 276],276
2637,[128 134 133 289],289
4188,[207 278],278
10788,[81 82 281],281
713,[65 16 66 280],280
12218,[50 61 62 66 280],280
1784,[34 33 207 278],278
8496,[141 287],287
3385,[45 279],279
13345,[47 39 40 9 45 279],279
12695,[65 16 66 280],280
11157,[32 207 278],278
3517,[85 281],281
5713,[33 207 278],278
12307,[65 16 66 280],280
4752,[278],278
7228,[176 126 288],288
6525,[142 5 287],287
4166,[205 162 164 293],293
6690,[37 34 33 207 278],278
8381,[93 282],282
9696,[92 93 282],282
6659,[37 34 33 207 278],278
10952,[81 82 281],281
4782,[183 45 279],279
1912,[19 285],285
10205,[1 51 52 67 280],280
6405,[45 279],279
9530,[88 32 207 278],278
11754,[51 52 67 280],280
6580,[151 168 294],294
3029,[126 288],288
10412,[17 90 282],282
4952,[177 176 126 288],288
10803,[81 82 281],281
8554,[286],286
12976,[54 55 56 279],279
12431,[65 16 66 280],280
13307,[47 39 40 9 45 279],279
11913,[50 61 62 66 280],280
7902,[26 276],276
884,[32 207 278],278
797,[139 126 288],288
9395,[88 32 207 278],278
7287,[9 45 279],279
11245,[32 207 278],278
7915,[26 276],276
6281,[144 203 204 136 152 290 155 291],291
9479,[88 32 207 278],278
1635,[138 143 5 287],287
11139,[81 82 281],281
9469,[88 32 207 278],278
12122,[50 61 62 66 280],280
1481,[292],292
7121,[20 66 280],280
6926,[280],280
5583,[141 287],287
8584,[280],280
8581,[280],280
4929,[177 176 126 288],288
3903,[67 280],280
3437,[88 32 207 278],278
2797,[279],279
2220,[276],276
5231,[190 167 168 294],294
7105,[100 101 283],283
8345,[93 282],282
652,[292],292
3265,[61 62 66 280],280
11319,[32 207 278],278
3798,[168 294],294
11617,[51 52 67 280],280
8114,[207 278],278
1041,[221 220 219 26 276],276
12271,[65 16 66 280],280
681,[292],292
6315,[],282
434,[146 292],292
6516,[142 5 287],287
2148,[90 282],282
5859,[57 56 279],279
6635,[37 34 33 207 278],278
8135,[207 278],278
5065,[52 67 280],280
8920,[206 88 32 207 278],278
703,[],287
11303,[32 207 278],278
4735,[278],278
6340,[],282
2993,[21 90 282],282
4673,[175 141 287],287
8986,[49 15 45 279],279
7058,[111 118 119 285],285
737,[65 16 66 280],280
9681,[92 93 282],282
346,[49 15 45 279],279
7089,[100 101 283],283
9143,[49 15 45 279],279
5314,[45 279],279
2621,[128 134 133 289],289
6137,[289],289
12338,[65 16 66 280],280
12640,[65 16 66 280],280
350,[49 15 45 279],279
7296,[9 45 279],279
12317,[65 16 66 280],280
8216,[285],285
4622,[106 284],284
12984,[54 55 56 279],279
639,[56 279],279
4937,[177 176 126 288],288
10070,[1 51 52 67 280],280
5538,[199 139 126 288],288
10741,[81 82 281],281
9450,[88 32 207 278],278
750,[49 15 45 279],279
9152,[48 49 15 45 279],279
9708,[92 93 282],282
6468,[137 135 136 289],289
4619,[106 284],284
6932,[280],280
4168,[205 162 164 293],293
7693,[56 279],279
3680,[67 280],280
1194,[],285
4762,[278],278
10300,[17 90 282],282
6322,[],282
3122,[],278
10655,[17 90 282],282
1718,[34 33 207 278],278
7206,[],293
6240,[157 145 160 292],292
5736,[121 19 285],285
4032,[83 82 281],281
6959,[86 85 281],281
8255,[185 294],294
7400,[9 45 279],279
7630,[62 66 280],280
5293,[69 68 67 280],280
11427,[51 52 67 280],280
13259,[47 39 40 9 45 279],279
7409,[94 92 93 282],282
5072,[52 67 280],280
11558,[51 52 67 280],280
8116,[207 278],278
9620,[92 93 282],282
2136,[90 282],282
6847,[19 285],285
2979,[21 90 282],282
9640,[92 93 282],282
10504,[17 90 282],282
6409,[45 279],279
6174,[105 106 284],284
2123,[90 282],282
6262,[145 160 292],292
9602,[92 93 282],282
5423,[195 291],291
967,[10 67 280],280
2610,[55 56 279],279
1142,[143 5 287],287
3723,[90 282],282
10535,[17 90 282],282
9504,[88 32 207 278],278
13126,[54 55 56 279],279
4178,[168 294],294
4913,[119 285],285
5563,[174 141 287],287
4770,[278],278
10462,[17 90 282],282
10717,[81 82 281],281
1336,[67 280],280
11005,[81 82 281],281
11497,[51 52 67 280],280
6655,[37 34 33 207 278],278
6092,[66 280],280
3690,[67 280],280
4182,[207 278],278
7651,[23 11 211 19 285],285
8646,[19 285],285
10136,[1 51 52 67 280],280
9234,[48 49 15 45 279],279
4629,[106 284],284
12364,[65 16 66 280],280
2483,[9 45 279],279
4867,[81 82 281],281
2907,[74 197 113 112 105 106 284],284
11839,[50 61 62 66 280],280
7576,[62 66 280],280
11399,[51 52 67 280],280
8773,[206 88 32 207 278],278
6190,[105 106 284],284
7076,[100 101 283],283
7955,[8 9 45 279],279
3897,[67 280],280
754,[49 15 45 279],279
10996,[81 82 281],281
7808,[93 282],282
6294,[141 287],287
7707,[56 279],279
2942,[101 283],283
2242,[62 66 280],280
7998,[8 9 45 279],279
7522,[101 283],283
1432,[162 164 293],293
13057,[54 55 56 279],279
10360,[17 90 282],282
7542,[92 93 282],282
12675,[65 16 66 280],280
10321,[17 90 282],282
11065,[81 82 281],281
12628,[65 16 66 280],280
10465,[17 90 282],282
549,[282],282
5476,[279],279
2281,[62 66 280],280
10927,[81 82 281],281
4621,[106 284],284
9650,[92 93 282],282
6511,[119 285],285
7041,[285],285
7467,[],291
3400,[45 279],279
8180,[189 144 203 204 136 152 290 155 291],291
8653,[19 285],285
11996,[50 61 62 66 280],280
9298,[48 49 15 45 279],279
11855,[50 61 62 66 280],280
11247,[32 207 278],278
11774,[51 52 67 280],280
11663,[51 52 67 280],280
7353,[9 45 279],279
6579,[151 168 294],294
1316,[67 280],280
10566,[17 90 282],282
11906,[50 61 62 66 280],280
11414,[51 52 67 280],280
2822,[283],283
8265,[281],281
4484,[211 19 285],285
9077,[49 15 45 279],279
2865,[15 45 279],279
12786,[54 55 56 279],279
10299,[17 90 282],282
10055,[1 51 52 67 280],280
4299,[207 278],278
8147,[207 278],278
4104,[54 55 56 279],279
7144,[6 146 292],292
6368,[160 292],292
10876,[81 82 281],281
5236,[190 167 168 294],294
3359,[45 279],279
7001,[285],285
10253,[1 51 52 67 280],280
2007,[],279
3163,[],278
10913,[81 82 281],281
12747,[54 55 56 279],279
12951,[54 55 56 279],279
309,[165 147 293],293
9158,[48 49 15 45 279],279
11120,[81 82 281],281
3501,[291],291
5108,[24 29 277],277
11050,[81 82 281],281
12524,[65 16 66 280],280
865,[32 207 278],278
1831,[9 45 279],279
12625,[65 16 66 280],280
10978,[81 82 281],281
7016,[285],285
13291,[47 39 40 9 45 279],279
8057,[8 9 45 279],279
3817,[276],276
13013,[54 55 56 279],279
6892,[19 285],285
7800,[93 282],282
9092,[49 15 45 279],279
2432,[85 281],281
4991,[116 74 197 113 112 105 106 284],284
3447,[212 23 11 211 19 285],285
957,[10 67 280],280
1794,[34 33 207 278],278
3223,[61 62 66 280],280
10543,[17 90 282],282
6138,[289],289
10714,[81 82 281],281
10174,[1 51 52 67 280],280
7887,[205 162 164 293],293
2626,[128 134 133 289],289
2966,[21 90 282],282
7868,[205 162 164 293],293
8127,[207 278],278
3233,[61 62 66 280],280
8106,[207 278],278
7882,[205 162 164 293],293
3000,[126 288],288
9800,[92 93 282],282
4258,[207 278],278
7252,[176 126 288],288
818,[139 126 288],288
11614,[51 52 67 280],280
2984,[21 90 282],282
3521,[85 281],281
2703,[25 26 276],276
5165,[40 9 45 279],279
5984,[281],281
11834,[50 61 62 66 280],280
2863,[15 45 279],279
1804,[206 88 32 207 278],278
7723,[56 279],279
11712,[51 52 67 280],280
1659,[284],284
3913,[202 133 131 129 288],288
9457,[88 32 207 278],278
9273,[48 49 15 45 279],279
12196,[50 61 62 66 280],280
12498,[65 16 66 280],280
3875,[67 280],280
9024,[49 15 45 279],279
10917,[81 82 281],281
4927,[119 285],285
8334,[105 106 284],284
12064,[50 61 62 66 280],280
9968,[1 51 52 67 280],280
500,[102 101 283],283
9063,[49 15 45 279],279
2761,[279],279
6383,[160 292],292
6875,[19 285],285
10660,[17 90 282],282
6900,[280],280
10385,[17 90 282],282
12936,[54 55 56 279],279
928,[10 67 280],280
9848,[1 51 52 67 280],280
12854,[54 55 56 279],279
12254,[50 61 62 66 280],280
9833,[1 51 52 67 280],280
1140,[143 5 287],287
11168,[32 207 278],278
7013,[285],285
6334,[],282
3670,[67 280],280
7681,[56 279],279
9762,[92 93 282],282
5506,[279],279
4142,[223 222 221 220 219 26 276],276
833,[189 144 203 204 136 152 290 155 291],291
8929,[49 15 45 279],279
9852,[1 51 52 67 280],280
3427,[218 159 158 208 194 195 291],291
8841,[206 88 32 207 278],278
6617,[37 34 33 207 278],278
12003,[50 61 62 66 280],280
3527,[85 281],281
12287,[65 16 66 280],280
1329,[67 280],280
6015,[220 219 26 276],276
3262,[61 62 66 280],280
760,[49 15 45 279],279
12622,[65 16 66 280],280
9743,[92 93 282],282
9249,[48 49 15 45 279],279
